time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1969-02-11T22:16:13.050Z,-6.784,126.581,430.5,7.22,mw,,,,,iscgem,iscgem812115,2022-04-26T22:12:00.903Z,"187 km N of Baukau, Timor Leste",earthquake,,6.6,0.1,,reviewed,iscgem,iscgem
1969-02-10T22:58:06.460Z,-22.797,178.82,660,7.22,mw,,,,,iscgem,iscgem812084,2022-04-26T22:11:45.440Z,"south of the Fiji Islands",earthquake,,7.7,0.1,,reviewed,iscgem,iscgem
1969-01-30T10:29:41.930Z,4.569,127.306,60,7.6,mw,,,,,iscgem,iscgem813688,2022-04-26T22:14:03.690Z,"224 km ESE of Sarangani, Philippines",earthquake,,4.9,0.3,,reviewed,iscgem,iscgem
1969-01-19T18:50:53.820Z,-14.849,167.345,112.9,7.1,mw,,,,,iscgem,iscgem813304,2022-04-26T22:13:43.241Z,"36 km NE of Port-Olry, Vanuatu",earthquake,,5.3,0.3,,reviewed,iscgem,iscgem
1969-01-05T13:26:43.360Z,-7.97,158.888,60,7.04,mw,,,,,iscgem,iscgem812898,2022-04-26T22:13:20.122Z,"79 km WNW of Buala, Solomon Islands",earthquake,,6.2,0.47,,reviewed,iscgem,iscgem
1968-10-23T21:04:44.660Z,-3.33,143.286,15,7,mw,,,,,iscgem,iscgem816232,2022-04-26T22:19:11.204Z,"45 km WNW of Wewak, Papua New Guinea",earthquake,,4,0.2,,reviewed,iscgem,iscgem
1968-10-07T19:20:20.890Z,26.358,140.635,500,7.31,mw,,,,,iscgem,iscgem815709,2022-04-26T22:18:48.734Z,"Bonin Islands, Japan region",earthquake,,6.5,0.1,,reviewed,iscgem,iscgem
1968-09-26T18:02:54.230Z,-30.62,-177.914,50,7.1,mw,,,,,iscgem,iscgem817404,2022-04-26T22:22:44.832Z,"Kermadec Islands, New Zealand",earthquake,,5,0.4,,reviewed,iscgem,iscgem
1968-08-31T10:47:43.240Z,34.158,59.083,10,7.1,mw,,,,,iscgem,iscgem818488,2022-04-26T22:25:47.463Z,"42 km ESE of Gon?b?d, Iran",earthquake,,4.5,0.2,,reviewed,iscgem,iscgem
1968-08-18T18:38:32.400Z,-10.188,159.914,543.1,7.27,mw,,,,,iscgem,iscgem818136,2022-04-26T22:24:46.879Z,"58 km SSE of Malango, Solomon Islands",earthquake,,7.6,0.1,,reviewed,iscgem,iscgem
1968-08-14T22:14:23.290Z,0.157,119.802,20,7.21,mw,,,,,iscgem,iscgem818025,2022-04-26T22:24:18.653Z,"118 km N of Palu, Indonesia",earthquake,,3.9,0.28,,reviewed,iscgem,iscgem
1968-08-10T02:07:06.390Z,1.514,126.234,23,7.61,mw,,,,,iscgem,iscgem817844,2022-04-26T22:23:41.596Z,"140 km E of Laikit, Laikit II (Dimembe), Indonesia",earthquake,,3.9,0.38,,reviewed,iscgem,iscgem
1968-08-02T14:06:43.710Z,16.519,-97.739,25,7.3,mw,,,,,iscgem,iscgem817583,2022-04-26T22:23:24.336Z,"10 km SW of La Humedad, Mexico",earthquake,,12.5,0.3,,reviewed,iscgem,iscgem
1968-08-01T20:19:22.820Z,16.316,122.067,25,7.6,mw,,,,,iscgem,iscgem817557,2022-04-26T22:23:17.771Z,"32 km SE of Minuri, Philippines",earthquake,,3.8,0.3,,reviewed,iscgem,iscgem
1968-07-25T07:23:07.540Z,-30.725,-178.217,45,7.3,mw,,,,,iscgem,iscgem819340,2022-04-26T22:27:16.412Z,"Kermadec Islands, New Zealand",earthquake,,6,0.4,,reviewed,iscgem,iscgem
1968-06-12T13:41:53.250Z,39.503,143.07,32.1,7,mw,,,,,iscgem,iscgem820211,2022-04-26T22:28:51.433Z,"96 km E of Yamada, Japan",earthquake,,4,0.2,,reviewed,iscgem,iscgem
1968-05-28T13:27:19.180Z,-2.85,139.353,45,7.5,mw,,,,,iscgem,iscgem823104,2022-04-26T22:33:57.944Z,"145 km W of Abepura, Indonesia",earthquake,,16.3,0.2,,reviewed,iscgem,iscgem
1968-05-23T17:24:18.950Z,-41.659,172.02,20,7.06,mw,,,,,iscgem,iscgem822588,2022-04-26T22:33:48.965Z,"36 km ENE of Westport, New Zealand",earthquake,,4.7,0.2,,reviewed,iscgem,iscgem
1968-05-20T21:09:46.320Z,44.822,150.219,28.3,7.04,mw,,,,,iscgem,iscgem822412,2022-04-26T22:33:32.551Z,"189 km ESE of Kuril’sk, Russia",earthquake,,4.6,0.2,,reviewed,iscgem,iscgem
1968-05-20T07:13:09.060Z,-30.799,-178.11,55,7,mw,,,,,iscgem,iscgem822391,2022-04-26T22:33:28.322Z,"Kermadec Islands, New Zealand",earthquake,,5,0.4,,reviewed,iscgem,iscgem
1968-05-16T10:39:02.530Z,41.508,142.888,25,7.9,mw,,,,,iscgem,iscgem822083,2022-04-26T22:32:21.054Z,"101 km SSE of Shizunai-furukawach?, Japan",earthquake,,4,0.35,,reviewed,iscgem,iscgem
1968-05-16T00:49:02.070Z,40.86,143.435,29.9,8.2,mw,,,,,iscgem,iscgem821946,2022-04-26T22:32:14.789Z,"168 km ENE of Hachinohe, Japan",earthquake,,12.2,0.3,,reviewed,iscgem,iscgem
1968-04-01T00:42:07.090Z,32.449,132.269,34.2,7.5,mw,,,,,iscgem,iscgem823387,2022-04-26T22:34:30.268Z,"58 km ESE of Nobeoka, Japan",earthquake,,4.5,0.2,,reviewed,iscgem,iscgem
1968-02-12T05:44:45.540Z,-5.42,153.368,30,7.3,mw,,,,,iscgem,iscgem826088,2022-04-26T22:38:28.480Z,"170 km SE of Kokopo, Papua New Guinea",earthquake,,5,0.4,,reviewed,iscgem,iscgem
1968-01-29T10:19:07.620Z,43.566,146.741,36.9,7.37,mw,,,,,iscgem,iscgem827772,2022-04-26T22:40:29.494Z,"25 km S of Shikotan, Russia",earthquake,,5,0.2,,reviewed,iscgem,iscgem
1967-12-25T01:23:32.810Z,-5.208,153.742,35,7.15,mw,,,,,iscgem,iscgem828730,2022-04-26T22:42:05.212Z,"189 km ESE of Kokopo, Papua New Guinea",earthquake,,5.4,0.34,,reviewed,iscgem,iscgem
1967-12-21T02:25:26.220Z,-21.865,-69.939,45,7.3,mw,,,,,iscgem,iscgem828604,2022-04-26T22:41:39.809Z,"36 km NE of Tocopilla, Chile",earthquake,,5.1,0.3,,reviewed,iscgem,iscgem
1967-10-15T08:00:52.600Z,11.925,-85.872,160.4,7.08,mw,,,,,iscgem,iscgem830329,2022-04-26T22:46:10.503Z,"9 km E of Granada, Nicaragua",earthquake,,5.1,0.1,,reviewed,iscgem,iscgem
1967-10-09T17:21:49.270Z,-21.182,-179.186,636.8,7.23,mw,,,,,iscgem,iscgem830163,2022-04-26T22:45:32.724Z,"Fiji region",earthquake,,7.6,0.1,,reviewed,iscgem,iscgem
1967-09-03T21:07:29.510Z,-10.656,-79.674,15,7,mw,,,,,iscgem,iscgem830900,2022-04-26T22:47:05.234Z,"178 km WSW of Huarmey, Peru",earthquake,,3.5,0.3,,reviewed,iscgem,iscgem
1967-07-22T16:57:00.700Z,40.751,30.8,30,7.29,mw,,,,,iscgem,iscgem833573,2022-04-26T22:50:38.364Z,"6 km SE of Hendek, Turkey",earthquake,,4,0.3,,reviewed,iscgem,iscgem
1967-02-15T16:11:12.200Z,-9.163,-71.274,600.4,7.01,mw,,,,,iscgem,iscgem838830,2022-04-26T23:00:05.341Z,"124 km SSW of Tarauacá, Brazil",earthquake,,6.5,0.1,,reviewed,iscgem,iscgem
1967-02-13T23:14:24.730Z,52.812,-34.14,10,7,mw,,,,,iscgem,iscgem838773,2022-04-26T22:59:41.777Z,"Reykjanes Ridge",earthquake,,3.8,0.2,,reviewed,iscgem,iscgem
1967-02-09T15:24:49.080Z,2.849,-74.798,55,7,mw,,,,,iscgem,iscgem838623,2022-04-26T22:59:21.586Z,"44 km SE of Baraya, Colombia",earthquake,,5,0.3,,reviewed,iscgem,iscgem
1967-01-05T00:14:41.810Z,48.168,103.036,13.2,7.05,mw,,,,,iscgem,iscgem839412,2022-04-26T23:01:47.447Z,"80 km SSW of Bulgan, Mongolia",earthquake,,3.6,0.3,,reviewed,iscgem,iscgem
1966-12-31T22:15:19.180Z,-12.326,166.491,35,7.13,mw,,,,,iscgem,iscgem841184,2022-04-26T23:06:03.215Z,"192 km SSE of Lata, Solomon Islands",earthquake,,24.6,0.2,,reviewed,iscgem,iscgem
1966-12-31T18:23:09.430Z,-12.091,166.552,55,7.8,mw,,,,,iscgem,iscgem841173,2022-04-26T23:05:57.465Z,"172 km SSE of Lata, Solomon Islands",earthquake,,5.4,0.4,,reviewed,iscgem,iscgem
1966-12-28T08:18:07.520Z,-25.494,-70.55,25,7.67,mw,,,,,iscgem,iscgem841046,2022-04-26T23:05:35.215Z,"11 km SW of Taltal, Chile",earthquake,,3.9,0.3,,reviewed,iscgem,iscgem
1966-10-17T21:42:00.480Z,-10.665,-78.228,40,8.1,mw,,,,,iscgem,iscgem842581,2022-04-26T23:08:50.742Z,"43 km W of Paramonga, Peru",earthquake,,4.7,0.3,,reviewed,iscgem,iscgem
1966-09-08T21:15:56.910Z,2.388,128.49,115,7.71,mw,,,,,iscgemsup,iscgemsup843229,2022-05-09T19:21:30.314Z,"90 km NE of Tobelo, Indonesia",earthquake,,5.2,1.64,,reviewed,iscgemsup,iscgemsup
1966-06-15T00:59:50.060Z,-10.318,161.006,45,7.1,mw,,,,,iscgem,iscgem846454,2022-04-26T23:15:54.877Z,"101 km W of Kirakira, Solomon Islands",earthquake,,30.9,0.3,,reviewed,iscgem,iscgem
1966-05-25T13:20:54.400Z,-52.761,160.106,10,7.02,mw,,,,,iscgem,iscgem847789,2022-04-26T23:19:29.787Z,"Macquarie Island region",earthquake,,4.7,0.3,,reviewed,iscgem,iscgem
1966-03-12T16:31:20.980Z,24.122,122.583,30,7.5,mw,,,,,iscgem,iscgem849160,2022-04-26T23:23:33.649Z,"57 km SW of Yonakuni, Japan",earthquake,,4.5,0.2,,reviewed,iscgem,iscgem
1965-08-23T19:46:04.300Z,16.081,-95.867,25,7.4,mw,,,,,iscgem,iscgem854871,2022-04-26T23:36:24.021Z,"5 km SSW of Santa María Zapotitlán, Mexico",earthquake,,3.9,0.2,,reviewed,iscgem,iscgem
1965-08-13T12:40:33.440Z,-16.022,166.97,25,7.4,mw,,,,,iscgem,iscgem854556,2022-04-26T23:36:01.933Z,"45 km W of Norsup, Vanuatu",earthquake,,12.2,0.3,,reviewed,iscgem,iscgem
1965-08-11T22:31:51.450Z,-15.861,167.092,30,7.6,mw,,,,,iscgem,iscgem854473,2022-04-26T23:35:51.317Z,"38 km SSW of Luganville, Vanuatu",earthquake,,4.7,0.3,,reviewed,iscgem,iscgem
1965-08-11T03:40:58.570Z,-15.449,166.98,25,7.2,mw,,,,,iscgem,iscgem854451,2022-04-26T23:35:40.602Z,"21 km WNW of Luganville, Vanuatu",earthquake,,4.5,0.3,,reviewed,iscgem,iscgem
1965-08-02T13:19:57.020Z,-56.046,157.922,10,7.3,mw,,,,,iscgem,iscgem854292,2022-04-26T23:35:08.586Z,"Macquarie Island region",earthquake,,25,0.4,,reviewed,iscgem,iscgem
1965-07-02T20:58:40.260Z,52.99,-167.739,45,7.8,mw,,,,,iscgem,iscgem855112,2022-04-26T23:36:35.438Z,"",earthquake,,5.1,0.4,,reviewed,iscgem,iscgem
1965-06-11T03:33:46.370Z,44.525,148.924,40.7,7.01,mw,,,,,iscgem,iscgem855990,2022-04-26T23:37:44.042Z,"113 km SE of Kuril’sk, Russia",earthquake,,4.8,0.21,,reviewed,iscgem,iscgem
1965-05-20T00:40:26.460Z,-14.805,167.495,120,7.7,mw,,,,,iscgem,iscgem857011,2022-04-26T23:40:08.128Z,"52 km ENE of Port-Olry, Vanuatu",earthquake,,13.1,0.4,,reviewed,iscgem,iscgem
1965-03-30T02:27:06.650Z,50.282,177.959,20,7.6,mw,,,,,iscgem,iscgem858982,2022-04-26T23:43:31.906Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,25,0.3,,reviewed,iscgem,iscgem
1965-03-28T16:33:16.160Z,-32.522,-71.233,70,7.4,mw,,,,,iscgem,iscgem858940,2022-04-26T23:43:28.677Z,"7 km S of La Ligua, Chile",earthquake,,6.2,0.3,,reviewed,iscgem,iscgem
1965-03-14T15:53:07.930Z,36.405,70.724,207.8,7.44,mw,,,,,iscgem,iscgem858598,2022-04-26T23:42:48.323Z,"51 km S of Jurm, Afghanistan",earthquake,,4.8,0.1,,reviewed,iscgem,iscgem
1965-02-23T22:11:47.910Z,-25.633,-70.679,35,7,mw,,,,,iscgem,iscgem860516,2022-04-26T23:47:52.333Z,"31 km SW of Taltal, Chile",earthquake,,4,0.3,,reviewed,iscgem,iscgem
1965-02-04T08:40:44.070Z,51.443,179.605,30,7.34,mw,,,,,iscgem,iscgem859264,2022-04-26T23:44:27.539Z,"264 km WSW of Adak, Alaska",earthquake,,4.5,0.4,,reviewed,iscgem,iscgem
1965-02-04T05:01:22.000Z,51.251,178.715,30.3,8.7,mw,,,,,official,official19650204050122_30,2022-04-26T23:43:52.172Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,,,,automatic,iscgem,official
1965-01-24T00:11:17.260Z,-2.608,125.952,20,8.2,mw,,,,,iscgem,iscgem861299,2022-04-26T23:50:01.288Z,"275 km WNW of Ambon, Indonesia",earthquake,,17.6,0.3,,reviewed,iscgem,iscgem
1964-09-15T15:29:38.180Z,8.855,93.101,70,7.1,mw,,,,,iscgemsup,iscgemsup864419,2022-05-09T19:22:29.906Z,"Nicobar Islands, India region",earthquake,,5,0.97,,reviewed,iscgemsup,iscgemsup
1964-09-12T22:07:03.130Z,-48.969,164.285,20,7.02,mw,,,,,iscgem,iscgem864342,2022-04-26T23:58:09.838Z,"off the west coast of the South Island of New Zealand",earthquake,,5,0.3,,reviewed,iscgem,iscgem
1964-07-09T16:39:51.600Z,-15.534,167.666,130,7.16,mw,,,,,iscgem,iscgem865885,2022-05-09T22:49:24.381Z,"54 km E of Luganville, Vanuatu",earthquake,,5.2,0.3,,reviewed,iscgem,iscgem
1964-07-06T07:22:13.190Z,18.136,-100.605,93.3,7.28,mw,,,,,iscgem,iscgem865780,2022-04-27T00:00:52.058Z,"10 km SW of Villa Nicolás Bravo, Mexico",earthquake,,5,0.7,,reviewed,iscgem,iscgem
1964-06-23T01:26:38.310Z,43.222,146.159,71.3,7.12,mw,,,,,iscgemsup,iscgemsup867135,2022-05-09T19:22:31.885Z,"48 km ESE of Nemuro, Japan",earthquake,,4.9,1.57,,reviewed,iscgemsup,iscgemsup
1964-06-16T04:01:43.570Z,38.399,139.29,15,7.6,mw,,,,,iscgem,iscgem866844,2022-04-27T00:04:18.592Z,"24 km NW of Murakami, Japan",earthquake,,3.5,0.3,,reviewed,iscgem,iscgem
1964-05-26T10:59:16.950Z,-56.323,-27.655,125,7.8,mw,,,,,iscgem,iscgem868048,2022-04-27T00:08:11.452Z,"South Sandwich Islands region",earthquake,,5.4,0.3,,reviewed,iscgem,iscgem
1964-05-07T07:58:15.280Z,40.328,138.969,20,7,mw,,,,,iscgem,iscgem867525,2022-04-27T00:06:00.136Z,"91 km W of Noshiro, Japan",earthquake,,3.7,0.3,,reviewed,iscgem,iscgem
1964-03-28T03:36:16.000Z,60.908,-147.339,25,9.2,mw,,,,,official,official19640328033616_30,2022-07-01T00:00:43.344Z,"1964 Prince William Sound Earthquake, Alaska",earthquake,,,,,automatic,iscgem,official
1963-12-18T00:30:05.470Z,-24.749,-176.844,55,7.6,mw,,,,,iscgem,iscgem17294673,2022-04-26T20:31:00.790Z,"south of the Fiji Islands",earthquake,,6.1,0.4,,reviewed,iscgem,iscgem
1963-12-15T19:34:47.640Z,-4.813,108.045,661.5,7.04,mw,,,,,iscgem,iscgem17294667,2022-04-26T20:30:58.513Z,"164 km N of Pamanukan, Indonesia",earthquake,,8,0.1,,reviewed,iscgem,iscgem
1963-11-09T21:15:32.280Z,-9.127,-71.483,590.7,7.63,mw,,,,,iscgem,iscgem17294529,2022-04-26T20:30:56.926Z,"132 km SW of Tarauacá, Brazil",earthquake,,6.5,0.1,,reviewed,iscgem,iscgem
1963-11-04T01:17:13.900Z,-6.957,129.605,110,8.1,mw,,,,,iscgem,iscgem17294492,2022-04-26T20:30:47.975Z,"Banda Sea",earthquake,,8.9,0.2,,reviewed,iscgem,iscgem
1963-10-20T00:53:12.210Z,44.726,150.547,28.2,7.8,mw,,,,,iscgem,iscgem873349,2022-04-27T00:28:20.286Z,"217 km ESE of Kuril’sk, Russia",earthquake,,3.9,0.3,,reviewed,iscgem,iscgem
1963-10-13T05:17:59.000Z,44.872,149.483,35,8.5,mw,,,,,official,official19631013051759_30,2022-04-27T00:27:54.334Z,"132 km ESE of Kuril’sk, Russia",earthquake,,,,,reviewed,iscgem,official
1963-10-12T11:27:00.510Z,44.647,149.225,37.5,7,mw,,,,,iscgem,iscgem873224,2022-04-27T00:27:48.955Z,"124 km ESE of Kuril’sk, Russia",earthquake,,4.9,0.3,,reviewed,iscgem,iscgem
1963-09-17T19:20:14.140Z,-10.466,165.36,45,7.21,mw,,,,,iscgem,iscgem17294275,2022-04-26T20:30:42.153Z,"55 km WNW of Lata, Solomon Islands",earthquake,,5.3,0.2,,reviewed,iscgem,iscgem
1963-09-15T00:46:55.110Z,-10.522,165.642,35,7.4,mw,,,,,iscgem,iscgem873068,2022-04-27T00:27:20.456Z,"28 km NW of Lata, Solomon Islands",earthquake,,5.1,0.4,,reviewed,iscgem,iscgem
1963-08-25T12:18:14.310Z,-17.628,-178.684,570,7.03,mw,,,,,iscgem,iscgem872971,2022-04-27T00:26:53.640Z,"217 km ENE of Levuka, Fiji",earthquake,,6.9,0.1,,reviewed,iscgem,iscgem
1963-08-15T17:25:09.630Z,-13.866,-69.414,550,7.67,mw,,,,,iscgem,iscgem17294122,2022-04-26T20:30:23.674Z,"50 km N of Sandia, Peru",earthquake,,6.3,0.1,,reviewed,iscgem,iscgem
1963-04-16T01:55:13.430Z,-1.05,128.043,30,7.07,mw,,,,,iscgem,iscgem872159,2022-04-27T00:20:10.788Z,"204 km SSE of Sofifi, Indonesia",earthquake,,3.9,0.51,,reviewed,iscgem,iscgem
1963-04-16T01:29:23.500Z,-0.975,128.07,30,7.13,mw,,,,,iscgem,iscgem872157,2022-04-27T00:20:09.543Z,"197 km SSE of Sofifi, Indonesia",earthquake,,4.5,0.2,,reviewed,iscgem,iscgem
1963-03-26T09:48:17.160Z,-29.992,-177.675,10,7.3,mw,,,,,iscgem,iscgem17293490,2022-04-26T20:28:41.260Z,"Kermadec Islands, New Zealand",earthquake,,3.6,0.4,,reviewed,iscgem,iscgem
1963-03-16T08:44:50.910Z,46.636,154.783,15,7.65,mw,,,,,iscgem,iscgem871982,2022-04-27T00:19:04.075Z,"east of the Kuril Islands",earthquake,,3.6,0.3,,reviewed,iscgem,iscgem
1963-02-26T20:14:10.840Z,-7.523,146.308,186.6,7.5,mw,,,,,iscgem,iscgem871885,2022-04-27T00:18:51.340Z,"49 km WSW of Wau, Papua New Guinea",earthquake,,6,0.3,,reviewed,iscgem,iscgem
1963-02-13T08:50:04.250Z,24.411,122.094,30,7.2,mw,,,,,iscgem,iscgem871818,2022-04-27T00:18:44.546Z,"51 km SE of Yilan, Taiwan",earthquake,,3.9,0.2,,reviewed,iscgem,iscgem
1962-12-08T21:27:21.370Z,-25.802,-63.21,588.7,7.15,mw,,,,,iscgem,iscgem875774,2022-04-26T16:14:55.903Z,"21 km SSE of Taco Pozo, Argentina",earthquake,,6.8,0.1,,reviewed,iscgem,iscgem
1962-09-01T19:20:41.480Z,35.656,49.843,15,7,mw,,,,,iscgem,iscgem17292570,2022-04-26T16:06:35.432Z,"47 km SSE of T?kest?n, Iran",earthquake,,3.8,0.2,,reviewed,iscgem,iscgem
1962-07-26T08:14:46.990Z,7.512,-82.729,25,7.18,mw,,,,,iscgem,iscgem17292186,2022-04-26T16:06:06.997Z,"59 km SSE of Burica, Panama",earthquake,,17,0.2,,reviewed,iscgem,iscgem
1962-05-21T21:15:37.770Z,-20.088,-177.459,390,7.47,mw,,,,,iscgem,iscgem874777,2022-04-26T16:09:52.961Z,"262 km WNW of Haveluloto, Tonga",earthquake,,6.5,0.1,,reviewed,iscgem,iscgem
1962-05-15T05:23:49.090Z,-7.351,128.218,30.2,7.1,mw,,,,,iscgem,iscgem874743,2022-04-26T16:09:50.749Z,"186 km NE of Lospalos, Timor Leste",earthquake,,3.7,0.2,,reviewed,iscgem,iscgem
1962-05-11T14:11:54.550Z,16.96,-99.741,25,7,mw,,,,,iscgem,iscgem874725,2022-04-26T16:09:49.014Z,"1 km SSW of Ejido Nuevo, Mexico",earthquake,,14.3,0.3,,reviewed,iscgem,iscgem
1962-04-23T05:58:13.720Z,42.506,143.734,60,7.1,mw,,,,,iscgem,iscgem874610,2022-04-26T16:09:17.229Z,"62 km SE of Obihiro, Japan",earthquake,,22.9,0.4,,reviewed,iscgem,iscgem
1962-04-12T00:52:44.400Z,38.022,142.789,28,7.3,mw,,,,,iscgem,iscgem874529,2022-04-26T16:09:03.708Z,"137 km ESE of Ishinomaki, Japan",earthquake,,4.8,0.2,,reviewed,iscgem,iscgem
1962-02-14T06:36:05.350Z,-37.845,-72.885,30,7.1,mw,,,,,iscgem,iscgem17291428,2022-04-26T16:05:37.749Z,"15 km WSW of Angol, Chile",earthquake,,4.5,0.2,,reviewed,iscgem,iscgem
1961-09-08T11:26:32.000Z,-56.332,-27.345,100.9,7.1,mw,,,,,iscgem,iscgem877339,2022-04-26T16:23:20.045Z,"South Sandwich Islands region",earthquake,,6,0.4,,reviewed,iscgem,iscgem
1961-09-01T00:09:39.060Z,-59.274,-26.801,129.2,7.3,mw,,,,,iscgem,iscgem17290909,2022-04-26T16:05:27.396Z,"South Sandwich Islands region",earthquake,,5.5,0.4,,reviewed,iscgem,iscgem
1961-08-31T01:48:39.290Z,-10.688,-70.925,597.5,7.2,mw,,,,,iscgem,iscgem877295,2022-04-26T16:23:05.626Z,"149 km WNW of Iñapari, Peru",earthquake,,6.7,0.4,,reviewed,iscgem,iscgem
1961-08-19T05:09:51.010Z,-10.75,-70.775,612.2,7.6,mw,,,,,iscgem,iscgem877215,2022-04-26T16:22:39.125Z,"132 km W of Iñapari, Peru",earthquake,,6.9,0.2,,reviewed,iscgem,iscgem
1961-08-11T15:51:36.710Z,43.056,145.101,43.9,7.02,mw,,,,,iscgem,iscgem877175,2022-04-26T16:22:23.089Z,"48 km SW of Nemuro, Japan",earthquake,,5.2,0.3,,reviewed,iscgem,iscgem
1961-07-23T21:51:09.750Z,-18.307,168.29,25,7.33,mw,,,,,iscgem,iscgem877044,2022-04-26T16:22:09.508Z,"63 km S of Port-Vila, Vanuatu",earthquake,,4.5,0.31,,reviewed,iscgem,iscgem
1961-07-18T14:03:41.370Z,29.692,131.683,30.6,7.03,mw,,,,,iscgem,iscgem877000,2022-04-26T16:21:56.867Z,"126 km ESE of Koshima, Japan",earthquake,,19.6,0.47,,reviewed,iscgem,iscgem
1961-04-13T16:34:44.590Z,39.762,77.712,35,7.04,mw,,,,,iscgem,iscgem17290245,2022-04-26T16:05:03.285Z,"151 km ENE of Kashgar, China",earthquake,,6,0.29,,reviewed,iscgem,iscgem
1961-02-26T18:10:52.290Z,31.739,131.475,35,7.54,mw,,,,,iscgem,iscgem876175,2022-04-26T16:17:15.830Z,"18 km NNE of Nichinan, Japan",earthquake,,4.8,0.52,,reviewed,iscgem,iscgem
1961-01-16T12:12:30.610Z,36.226,141.815,30,7.03,mw,,,,,iscgem,iscgem875970,2022-04-26T16:15:40.002Z,"104 km ENE of Hasaki, Japan",earthquake,,4.6,0.2,,reviewed,iscgem,iscgem
1961-01-16T07:20:13.560Z,36.121,141.758,30,7.2,mw,,,,,iscgem,iscgem875966,2022-04-26T16:15:37.186Z,"93 km ENE of Hasaki, Japan",earthquake,,14.9,0.59,,reviewed,iscgem,iscgem
1960-12-02T09:10:48.720Z,-24.732,-70.297,35,7.3,mw,,,,,iscgem,iscgem880905,2022-04-26T16:38:41.052Z,"77 km NNE of Taltal, Chile",earthquake,,14.3,0.2,,reviewed,iscgem,iscgem
1960-11-24T06:52:47.400Z,-24.678,-176.248,30,7.2,mw,,,,,iscgem,iscgem880846,2022-04-26T16:38:23.235Z,"south of the Fiji Islands",earthquake,,13.6,0.4,,reviewed,iscgem,iscgem
1960-11-20T22:01:57.160Z,-6.775,-80.918,15,7.6,mw,,,,,iscgem,iscgem880820,2022-04-26T16:38:05.437Z,"103 km WSW of Mórrope, Peru",earthquake,,25,0.3,,reviewed,iscgem,iscgem
1960-11-01T08:45:59.350Z,-38.467,-75.031,20,7.4,mw,,,,,iscgem,iscgem880670,2022-04-26T16:37:39.378Z,"Off the coast of Araucania, Chile",earthquake,,25,0.4,,reviewed,iscgem,iscgem
1960-06-20T02:01:14.750Z,-38.154,-72.917,25,7,mw,,,,,iscgem,iscgem879577,2022-04-26T16:31:46.804Z,"24 km WNW of Traiguén, Chile",earthquake,,5.8,0.4,,reviewed,iscgem,iscgem
1960-06-06T05:55:48.950Z,-45.785,-72.889,15,7.7,mw,,,,,iscgem,iscgem879416,2022-04-26T16:31:25.895Z,"35 km S of Puerto Chacabuco, Chile",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1960-05-22T19:11:20.000Z,-38.143,-73.407,25,9.5,mw,,,,,official,official19600522191120_30,2022-04-26T16:30:06.879Z,"1960 Great Chilean Earthquake (Valdivia Earthquake)",earthquake,,,,,automatic,iscgem,official
1960-05-22T18:56:02.000Z,-38.061,-73.039,25,7.8,mw,,,,,official,official19600522185602_30,2022-04-26T16:30:05.667Z,"38 km WNW of Traiguén, Chile",earthquake,,,,,automatic,iscgem,official
1960-05-22T10:30:44.350Z,-37.775,-73.017,25,7.14,mw,,,,,iscgem,iscgem879127,2022-04-26T16:30:02.798Z,"26 km W of Angol, Chile",earthquake,,5.8,0.2,,reviewed,iscgem,iscgem
1960-05-21T10:02:57.560Z,-37.824,-73.353,25,8.1,mw,,,,,iscgem,iscgem879106,2022-04-26T16:29:43.728Z,"4 km ESE of Cañete, Chile",earthquake,,4.8,0.3,,reviewed,iscgem,iscgem
1960-03-23T00:23:28.290Z,39.635,143.316,15,7.01,mw,,,,,iscgem,iscgem878607,2022-04-26T16:28:15.273Z,"118 km E of Miyako, Japan",earthquake,,12.9,0.5,,reviewed,iscgem,iscgem
1960-03-20T17:07:31.660Z,39.869,143.228,15,7.95,mw,,,,,iscgem,iscgem878564,2022-04-26T16:27:58.687Z,"113 km ENE of Miyako, Japan",earthquake,,3.6,0.43,,reviewed,iscgem,iscgem
1960-01-15T09:30:21.630Z,-15.008,-74.867,65,7.1,mw,,,,,iscgem,iscgem878016,2022-04-26T16:26:23.634Z,"21 km SSE of Nazca, Peru",earthquake,,5.1,0.4,,reviewed,iscgem,iscgem
1959-09-14T14:09:46.960Z,-28.84,-177.209,35,7.31,mw,,,,,iscgem,iscgem882896,2022-04-26T16:48:10.928Z,"Kermadec Islands region",earthquake,,13,0.2,,reviewed,iscgem,iscgem
1959-08-18T06:37:20.430Z,44.63,-110.891,10,7.2,mw,,,,,iscgem,iscgem882673,2022-04-26T16:47:09.134Z,"17 km ESE of West Yellowstone, Montana",earthquake,,5.2,0.2,,reviewed,iscgem,iscgem
1959-08-17T21:04:48.610Z,-7.776,156.328,25,7.01,mw,,,,,iscgem,iscgem882668,2022-04-26T16:46:58.595Z,"67 km WNW of Gizo, Solomon Islands",earthquake,,10,0.23,,reviewed,iscgem,iscgem
